## SiteSymmetryDictionary — 空間群ごとの各 Wyckoff 位置のサイト対称
## 各 '#N name' = 空間群(通し番号 N ・ H-M 記号)。直後の 1 行が各 Wyckoff 位置(a b c… 順)のサイト対称。
## 各値 = SiteSymmetryList への 0 始まりインデックス。
## 各値=SiteSymmetryList索引（Wyckoff位置順）
#0 0  unk
0
#1 1  P 1
0
#2 2  P -1
0,1,1,1,1,1,1,1,1
#3 3  P 1 2 1
0,2,2,2,2
#4 4  P 1 1 2
0,2,2,2,2
#5 5  P 2 1 1
0,2,2,2,2
#6 6  P 1 2sub1 1
0
#7 7  P 1 1 2sub1
0
#8 8  P 2sub1 1 1
0
#9 9  C 1 2 1
0,2,2
#10 10  A 1 2 1
0,2,2
#11 11  I 1 2 1
0,2,2
#12 12  A 1 1 2
0,2,2
#13 13  B 1 1 2
0,2,2
#14 14  I 1 1 2
0,2,2
#15 15  B 2 1 1
0,2,2
#16 16  C 2 1 1
0,2,2
#17 17  I 2 1 1
0,2,2
#18 18  P 1 m 1
0,3,3
#19 19  P 1 1 m
0,3,3
#20 20  P m 1 1
0,3,3
#21 21  P 1 c 1
0
#22 22  P 1 n 1
0
#23 23  P 1 a 1
0
#24 24  P 1 1 a
0
#25 25  P 1 1 n
0
#26 26  P 1 1 b
0
#27 27  P b 1 1
0
#28 28  P n 1 1
0
#29 29  P c 1 1
0
#30 30  C 1 m 1
0,3
#31 31  A 1 m 1
0,3
#32 32  I 1 m 1
0,3
#33 33  A 1 1 m
0,3
#34 34  B 1 1 m
0,3
#35 35  I 1 1 m
0,3
#36 36  B m 1 1
0,3
#37 37  C m 1 1
0,3
#38 38  I m 1 1
0,3
#39 39  C 1 c 1
0
#40 40  A 1 n 1
0
#41 41  I 1 a 1
0
#42 42  A 1 a 1
0
#43 43  C 1 n 1
0
#44 44  I 1 c 1
0
#45 45  A 1 1 a
0
#46 46  B 1 1 n
0
#47 47  I 1 1 b
0
#48 48  B 1 1 b
0
#49 49  A 1 1 n
0
#50 50  I 1 1 a
0
#51 51  B b 1 1
0
